Date,AVBLS,BLCHS,CPTRA,CPTRV,DIFF,ETRAV,ETRVU,HRATE,MIREV,MKPRU,MKTCP,MWNUS,NADDU,NTRAN,NTRAT,NTRBL,NTREP,TOTBC,TOUTV,TRFEE,TRFUS,TRVOU
2020-04-23,1.03139122137,273354.812078,41.6028773017,1.21972602552,15958652328600,135613.255573,950788113.036,103923467.233,11597010.0622,6852.52,130213733750,47912346,574265,278755,522934355,2127.90076336,273832,18339962.5,866718.352478,25.3733028,178220.413801,90394537.9036
2020-04-22,1.06824913423,273195.562353,42.2422605182,1.22197417562,15624843397600,158582.770883,1086827836.51,115730561.554,13280755.4956,6840.24,126496644925,47881705,610555,310851,522622802,2086.24832215,306264,18338162.5,810070.433541,23.37622201,161936.745606,151878158.071
2020-04-21,1.04926998758,273026.864993,46.4250848596,1.45227938087,14715214060700,142026.36156,999366645.313,117771058.637,14513595.7292,7130.04,125842198475,47840252,619559,310810,522312894,1930.49689441,305774,18336325,839780.608285,21.97670283,154876.979159,64645648.4664
2020-04-20,0.975852769737,272878.248407,54.4932067672,2.99704501553,14715214060700,63892.9346042,458165164.116,111187583.309,13731416.214,7259.36,131366871625,47802950,485888,251984,522059431,1657.78947368,247476,18334525,547594.508733,15.56965781,111572.464015,80410551.4416
2020-04-19,1.15072607595,272696.584468,49.3265191176,2.74356730577,14715214060700,72700.1688393,519833202.144,115576566.861,14261973.7786,7034.89,132618932650,47775314,562996,289134,521770657,1829.96202532,284802,18332725,613279.30285,19.2635742,137861.278559,114895300.807
2020-04-18,1.28623061417,272533.317308,39.9360818632,1.07920019666,14715214060700,151884.405975,1073444827.63,92900151.8438,11584618.6908,7112.27,129339831600,47740271,579437,284222,521486288,2237.96850394,279707,18330475,945920.019087,25.54078133,183924.940807,256066115.086
2020-04-17,1.1114904026,272361.487062,41.7948357085,1.05596023079,14715214060700,183664.854035,1278047926.54,112650577.826,13495677.8348,6623.8,129834268394,47706353,635870,322903,521163188,2096.77272727,317333,18329112.5,1109195.64761,28.64066108,198528.979185,112529486.108
2020-04-16,1.17688665089,272163.143521,46.9258048672,1.44266156616,14715214060700,148529.933867,1009167505.32,123623036.706,14558871.7375,6871.95,123578033838,47671079,612959,310253,520853679,1835.81656805,304818,18326862.5,877779.734541,26.54420742,180221.737452,107004164.243
2020-04-15,0.988374017857,271997.107445,48.7254431006,1.76962340746,14715214060700,119879.018474,824353875.169,122891539.447,14587959.1353,6857.66,126369631000,47644205,583665,299391,520554060,1782.08928571,293959,18325062.5,773028.957715,22.46964436,154671.635339,170118314.503
2020-04-14,0.929310292398,271838.380074,50.1981120036,1.3054170629,14715214060700,166833.78407,1124828313.5,125086031.223,14683700.7327,6915.37,125795269219,47608982,549230,288113,520266220,1684.87134503,283454,18322812.5,985586.612083,16.74379536,114113.232737,112654904.139
2020-04-13,0.800401980392,271715.808268,58.4156265205,3.26807842413,14715214060700,58780.7510133,408486669.553,111919080.568,13349664.7131,6891.6,130469796825,47567034,437242,228529,520037763,1493.65359477,224232,18320550,494233.050258,12.86445785,89377.2131069,59502005.484
2020-04-12,0.784763679245,271591.031375,55.2823718033,2.97444188641,14715214060700,68136.0334498,467888135.694,116308064.119,13917060.6896,6873.24,124384312500,47536373,474445,247852,519790073,1558.81761006,244111,18318750,608915.365841,13.75253175,95448.1896329,170978168.381
2020-04-11,0.900077294479,271444.314916,49.7901158868,1.30394053016,14715214060700,158397.155538,1101942938.41,119234053.154,14368680.5932,7293.69,125782409812,47499401,550585,288585,519501748,1770.4601227,284042,18316937.5,1089003.49973,20.78686915,144680.593185,118207885.65
2020-04-10,1.06938335714,271279.632472,49.6711356833,0.616098051971,14715214060700,316026.554659,2311484767.99,112650577.826,14241012.6272,7365.03,133156935469,47468624,544185,286706,519214693,1861.72727273,281112,18314687.5,1103388.49801,23.29595386,170337.190654,143615580.89
2020-04-09,1.11631186111,271117.976113,46.42072222,1.38630841,14397482597700,131533.422424,959560031.919,103061194.836,13302461.4215,7205.55,134462376469,47432901,554336,286563,518926212,1990.02083333,281017,18312887.5,760551.781892,22.6627845,165317.671524,180411335.956
2020-04-08,1.13740330357,270927.874751,49.7993840083,1.02548835411,13912524048900,209308.567754,1534435754.21,116188014.046,15735459.9608,7343.2,130585431362,47392031,598670,312770,518615989,1861.72619048,307080,18311075,1176112.64626,25.32409774,186825.7649,215734110.432
2020-04-07,1.16463585937,270778.721876,40.9503429132,0.60325735501,13912524048900,269773.307655,1903887715.83,88524201.1778,11485342.6769,6777.44,131768613525,47358544,557192,280470,518334936,2191.171875,274863,18308825,1089614.49406,20.99212028,149386.933186,61737463.0944
2020-04-06,0.769681285714,270644.098215,62.2562937358,3.34710261295,13912524048900,65792.8486985,446883068.921,121029181.298,14957634.8767,6871.69,124033143125,47312296,452282,240259,518094994,1372.90857143,235466,18307475,553256.75427,13.64940917,92753.6266792,95099723.0015
2020-04-05,1.07727273248,270474.904204,53.3448121282,2.93569140992,13912524048900,68341.0236136,461924504.588,108580465.507,13560678.0015,6741.67,125253502062,47276550,479599,253274,517840235,1613.21019108,248651,18305225,857653.815205,16.67009774,113034.251482,165881487.018
2020-04-04,1.14850231818,270323.34063,41.0259308139,1.14821211342,13912524048900,146105.137051,996027773.773,91290582.4646,11436511.5515,6809.11,123877495800,47246268,548300,278763,517562649,2111.84090909,273371,18303412.5,976482.735766,25.82618528,176394.673256,279129046.512
2020-04-03,1.11520447059,270152.729204,43.5159150778,1.16998086082,13912524048900,165119.81613,1112746186.31,105814084.22,13018917.4093,6652.87,124039178719,47208777,569905,299176,517262268,1955.39869281,293336,18301612.5,1011879.9423,25.01439071,168345.002721,168238042.675
2020-04-02,1.1136944902,269982.311656,43.6242390477,1.43763568956,13912524048900,137069.091915,861593745.667,105814084.22,12386579.1867,6428.28,120705480800,47172006,544088,281855,516981158,1842.18954248,276618,18299800,1017608.60246,26.74327122,169072.93674,89947515.0516
2020-04-01,1.02587110692,269819.051716,45.2210030615,1.11273011592,13912524048900,183387.615894,1183183832.54,109963656.151,13165642.8313,6405.29,118339323781,47131684,546702,290227,516690787,1825.32704403,284553,18297537.5,1050378.51701,29.06116194,187635.353086,186301830.93
2020-03-31,1.05563320408,269663.371915,42.0400515118,1.0946918437,13912524048900,169545.635688,1063117757.47,101664512.29,11637863.3799,5885.41,117559261306,47103705,535787,276828,516413141,1883.18367347,271674,18295737.5,1013898.91883,26.24289384,164907.129902,103365161.559
2020-03-30,0.769856337748,269547.199076,50.6111416095,2.04154602794,13912524048900,94781.2051349,579110788.066,104430893.577,11822813.2911,6260.95,108446461500,47071767,428425,232820,516180375,1541.85430464,228695,18293937.5,646945.916891,21.0619088,129282.041117,142726744.923
2020-03-29,0.910426518519,269424.094689,44.8775683329,1.81231343895,13912524048900,97521.3631953,606386218.695,93365368.4297,10989618.9334,6369.09,113868478125,47036615,469113,240627,515939228,1782.42222222,236015,18292125,705244.927677,28.81999627,181312.683362,148443297.885
2020-03-28,1.11037502581,269252.760437,48.4139360584,1.10498015858,13912524048900,181775.215699,1213708784.84,107197274.864,13411241.2554,6763.75,121548188650,47009505,529197,276546,515664266,1784.16774194,271476,18290300,1048145.48686,41.578544,278310.005421,97401178.9625
2020-03-27,1.135452525,269070.975172,46.7548124218,1.39296278468,14143559041800,147571.322004,982877529.995,112492821.359,13691118.2119,6698.46,122926068731,46972251,539881,292828,515371224,1830.175,286379,18288487.5,876721.776436,55.05597495,366817.28503,226038996.823
2020-03-26,1.12529151087,268966.750075,36.9165986922,0.862999582531,16552923967300,141313.27946,939872246.666,75702228.8489,8111093.56505,6768.49,121667481206,46941859,456328,218176,515152035,2371.47826087,213684,18286237.5,894424.637051,45.40177404,303494.188675,284016940.724
2020-03-25,1.17028861364,268813.084814,40.5935264612,0.595389833066,16552923967300,285682.769214,1896290040.77,108616241.392,11290318.1082,6502.16,122694530750,46911396,528586,278131,514875254,2107.0530303,272858,18285325,1396119.81297,44.74357832,297674.358189,284307011.022
2020-03-24,1.160538375,268683.154463,34.3038742331,0.844614170971,16552923967300,171254.761246,1055238675.13,92159235.1204,8912695.38775,5822.62,115990682600,46871598,509038,259816,514615625,2319.78571429,255089,18283525,1044812.06252,51.42451024,317062.669366,155141963.114
2020-03-23,0.843088582677,268575.797853,47.7934498373,1.4125470125,16552923967300,116149.639216,707671399.168,104501989.824,9996191.20727,6189.85,108980045175,46843686,409829,209154,514406387,1646.88188976,205480,18282175,806322.364773,33.34176341,204586.143648,161732857.492
2020-03-22,1.10833378226,268438.775754,40.1550498114,1.52523460338,16552923967300,104842.632338,647373597.906,102033438.883,9873966.12842,6226.44,113103464275,46797409,469859,245896,514160096,1983.03225806,241262,18280825,704149.868179,47.08077798,290303.628416,382708757.244
2020-03-21,1.26447807339,268300.805442,32.5779202935,0.453721029478,16552923967300,326327.65867,2081996655.25,89690684.1797,9446456.65791,6195.2,117543270262,46762105,564748,284594,513876174,2610.95412844,278732,18279025,1347986.39138,79.98994299,517762.907913,343510892.032
2020-03-20,1.30664186916,268161.077027,30.0402961431,0.663386234659,16552923967300,208717.924572,1203126598.8,88044983.5525,7981376.24197,5410.23,114431556148,46734135,525607,265689,513610484,2483.07476636,259744,18277662.5,1320132.52085,68.45700527,394298.832837,246280973.41
2020-03-19,1.16499282,268044.439389,30.0157174332,0.63848169135,16552923967300,206422.877036,1087150158.47,82285031.3575,6941254.71929,5357.61,97449298250,46702882,476482,231254,513378835,2312.54,226130,18276312.5,1147969.29559,58.77164193,310354.719295,222784692.988
2020-03-18,1.23159709756,267892.869648,30.4589458926,0.545866077249,16552923967300,293279.422199,1553039642.48,101210588.57,8477516.5745,5026.35,98730484906.2,46673128,540902,278326,513100181,2262.81300813,272185,18274962.5,1497870.78884,62.25196409,330277.543553,379747427.545
2020-03-17,1.1934530084,267750.868915,28.6531555058,0.431327192687,16552923967300,369120.305966,1829202302.65,97919187.3154,7889846.9406,5348.44,89166092193.8,46649347,532450,270399,512829909,2272.2605042,264670,18273612.5,1604680.52505,61.56626918,313356.242278,201009885.676
2020-03-16,1.11364485714,267618.738583,36.299335502,1.17246129517,16552923967300,130733.349312,691118819.657,97919187.3154,8103100.66412,5166.26,103247348625,46623213,413935,223230,512605951,1875.88235294,218209,18272250,862960.829448,44.30830399,234918.506044,158994389.618
2020-03-15,1.27448038281,267455.271979,32.1144461102,0.768603489398,16552923967300,214808.181463,1169201200.63,105324840.138,8986521.22611,5609.03,98550807300,46594448,517382,279828,512327013,2186.15625,273164,18270450,1140936.0143,52.86649863,286980.174487,684475988.652
2020-03-14,1.296698272,267293.101265,30.1972713532,0.313409278394,16552923967300,548284.152816,2755019578.84,102856289.197,8634486.98166,4830.21,101905039800,46562385,567712,276798,512050024,2214.384,268867,18269100,2348968.80499,84.31311198,441659.151185,574694714.84
2020-03-13,1.23511670199,267106.763454,37.7012858874,0.37663332197,16552923967300,562532.038447,3596290367,124250397.35,13544827.8769,7936.65,112014930300,46527725,653156,349978,511700965,2317.73509934,342871,18267275,2351186.61606,59.16829292,391127.876923,130840913.439
2020-03-12,1.20830878992,266962.804927,41.4148440739,0.756086935555,16552923967300,201092.548737,1574744357.11,97919187.3154,11906436.3525,7885.46,140041205150,46493972,528053,287492,511412827,2415.89915966,282158,18265450,1694561.83925,29.56150425,231568.267899,155835851.268
2020-03-11,1.29954780303,266791.349446,40.3675318886,0.810427515623,16552923967300,206714.515485,1642231325.08,108616241.392,13309094.5286,7931.94,145226991150,46477838,601526,329698,511082885,2497.71212121,323260,18264100,1075469.91787,27.9412801,222006.24872,223121982.146
2020-03-10,1.14787998,266619.268111,43.0880099747,0.745685590803,16076772598600,255326.363397,2012070398.89,119877105.098,15003719.0413,8039.38,143012071300,46454147,559602,348211,510735601,2321.40666667,341993,18262300,1226807.32046,25.61204951,201358.450743,149933311.487
2020-03-09,0.869396677215,266481.86887,56.93514127,2.31660799348,15486913440300,87962.3598265,750461852.241,121637665.57,17385259.2571,8898.63,151507368500,46429464,424313,302694,510432934,1915.78481013,297582,18260500,617403.518784,16.14238732,139865.507076,59230883.0334
2020-03-08,0.909622929936,266338.33536,57.5002119266,2.54904951323,15486913440300,78571.6903904,714006122.127,120867806.927,18200369.5805,9155.89,162465801375,46415100,445349,313312,510117441,1995.61783439,308409,18258687.5,612862.119885,18.53853474,169394.580492,83522225.9936
2020-03-07,1.07348889677,266172.628413,52.9639674438,1.13971864964,15486913440300,174643.046817,1586746058.91,119328089.641,18084440.7557,9067.39,166206493200,46389789,517808,338383,509780991,2183.11612903,332658,18256425,949234.972177,26.63263902,243122.00574,122314466.731
2020-03-06,0.999121177914,266009.105727,53.1074931593,1.37795044711,15486913440300,149523.32931,1347117308.56,125486958.784,18562608.9765,8758.9,166828903638,46371330,518127,349529,509429241,2144.34969325,343507,18254612.5,856202.222162,24.37165686,220221.476485,70042032.863
2020-03-05,1.2260661018,265805.174893,51.4939195062,1.40925199726,15486913440300,153557.844251,1344613313.04,128566393.356,18948989.9695,8754.34,159611718906,46346190,533673,358745,509072924,2148.17365269,352908,18252812.5,1019256.03113,24.25737051,215896.219502,85149525.727
2020-03-04,1.14422573203,265630.027917,49.7687489931,1.26573459849,15486913440300,153057.165984,1346019714.61,117788372.356,17037037.2303,8912.82,158752300444,46319069,509210,342324,508730234,2237.41176471,336856,18250537.5,791229.948857,24.71643759,217280.980322,111268001.393
2020-03-03,1.11627167785,265463.650111,48.2853310434,1.36120767805,15486913440300,139816.947223,1226689506.97,114708937.784,16697791.7548,8534.17,163572558581,46296766,522468,342821,508387735,2300.81208054,337674,18248737.5,823835.40843,22.93901727,201941.754789,70749037.3753
2020-03-02,0.829612881356,265316.658746,61.5097699289,3.46871713827,15486913440300,64151.9449708,549446378.675,136264979.784,19058740.7027,8531.42,156193678000,46273291,424677,309849,508077532,1750.55932203,305710,18246925,566480.94495,14.44661165,123696.958966,42866205.1042
2020-03-01,0.989318215827,265178.775092,49.6798861567,2.48450875827,15486913440300,70693.3606313,614926644.927,107010351.356,15277906.3501,8712.35,157515401612,46262950,440839,307527,507768799,2212.42446043,302722,18244675,639925.705793,18.50395585,160837.600124,123840827.84
2020-02-29,1.08266515823,265008.073867,47.2397000915,0.972741971223,15486913440300,205516.104014,1789999976.54,121637665.57,17412081.0567,8804.72,157326554000,46239081,516812,368590,507401128,2332.84810127,363076,18242875,1015364.88347,26.28258744,228249.806726,147977054.963
2020-02-28,1.10262577551,264846.050567,48.4139173509,0.809597226062,15486913440300,230954.568738,2025910515.26,113169220.499,16401715.3341,8785.52,162596931250,46210006,495750,338781,507063001,2304.63265306,333621,18240625,987245.127976,26.95964399,237352.834056,206929921.03
2020-02-27,1.16353100735,264687.952835,47.3653840567,1.19665232419,15486913440300,144920.938137,1306061365.12,104700775.427,15629013.681,9309.15,159170225775,46190098,506352,329967,506732798,2426.22794118,324397,18238825,880402.429955,29.29911468,264807.431043,114160526.829
2020-02-26,1.06456358333,264534.543925,51.4271682588,1.63660236231,15509350562300,114823.401217,1088999982.05,111020255.745,17822599.4318,9663.75,171359315100,46162646,485936,334593,506397763,2323.5625,329292,18237475,874557.447877,24.54482939,241495.287672,116289798.638
2020-02-25,1.14128016312,264373.736758,52.8378339912,1.63921839067,15546745765500,108908.576444,1060129347.03,108969442.265,17377835.2214,9989.39,175828137300,46144447,479779,328890,506069685,2332.55319149,324317,18235650,814213.527314,22.9242627,222941.471373,64282324.0134
2020-02-24,0.909322887324,264243.962662,61.9243915821,2.39855574209,15546745765500,74613.1961645,737289757.885,109742275.189,17684305.8236,9669.63,181217118225,46121612,392788,285579,505782693,2011.11971831,281338,18233850,668882.618562,16.62073804,164055.823626,34324865.7888
2020-02-23,0.94437022973,264104.989999,59.2635612496,3.55086437415,15546745765500,52610.8737934,508369260.662,114379272.732,18051502.9659,9696.58,177033205500,46097716,447155,304597,505479288,2058.08783784,300931,18232050,578355.566868,18.32436669,177059.215941,79370095.0346
2020-02-22,1.0670976039,263940.611476,55.798627688,1.66592285293,15546745765500,116885.160194,1133722528.7,119016270.276,18886942.6943,9606.86,176222711625,46078533,490626,338484,505139836,2197.94805195,333943,18230250,826541.731465,23.54449483,228330.194344,128769390.754
2020-02-21,1.2488265,263783.093163,48.5376591753,0.939858761284,15546745765500,170588.424269,1635169613.47,97376948.4073,15368284.874,9604.72,173813094000,46052617,484700,316626,504823586,2512.9047619,312257,18228000,1043971.92662,27.79666259,266434.874031,186474102.045
2020-02-20,1.16627234752,263618.682929,54.1880822451,0.978925043075,15546745765500,185797.302314,1880304367.68,108969442.265,18406770.3413,10180.65,181291374225,46033977,498407,334805,504488695,2374.5035461,329727,18226650,1373439.68542,31.4285617,321939.091252,138390971.194
2020-02-19,1.12287272667,263450.027174,57.2139873633,1.25589868581,15546745765500,153624.290606,1513418378.63,115924938.58,19007001.528,9703.93,185665532031,46008665,492008,331050,504157787,2207,326133,18224837.5,1050298.6137,30.12812537,299239.027986,119040244.175
2020-02-18,1.02471081529,263289.363401,56.7259918641,0.879865029189,15546745765500,230188.818362,2253057178.22,121334769.047,19823862.1988,9937.67,175925083350,45980248,501664,341491,503817075,2175.10191083,336202,18223025,1301221.5971,25.29770103,248493.448785,85454123.7067
2020-02-17,0.934766880282,263156.604168,60.9148465058,1.08627356694,15546745765500,164576.726595,1638768688.22,109742275.189,17801511.0835,9904.17,180098340800,45951770,400574,292236,503524815,2058,287672,18221200,963366.41905,21.59936997,213823.58347,113915188.256
2020-02-16,1.09961007042,263000.46141,56.6897318162,1.64879835548,15546745765500,108897.551337,1109593958.57,109742275.189,18294966.9415,10368.53,180781996500,45928651,477637,322721,503201729,2272.68309859,317700,18219400,869551.125747,28.54821404,289854.441457,122708338.306
2020-02-15,1.09033008148,262853.266543,54.8436204448,1.1573293356,15546745765500,150686.406153,1546031520.68,104332444.722,17892676.3265,10242.43,188651034089,45907002,,326078,502875969,2415.39259259,320995,18217600,1047777.68508,32.17258486,330638.826502,198094127.112
2020-02-14,1.22948190071,262679.882959,54.3229361298,0.970312298908,15546745765500,184803.978343,1903943551.24,108969442.265,18474198.442,10354.3,186128916675,45881476,520063,340081,502535380,2411.92198582,334371,18215787.5,1069433.5594,35.47858608,364422.754256,161983394.001
2020-02-13,1.1479745,262516.986823,54.4473644095,1.00323455867,15546745765500,180717.569926,1870288291.39,109742275.189,18763378.486,10275.38,189908140669,45860122,525865,344615,502190188,2426.86619718,338620,18213987.5,1100253.78928,37.39850183,387378.48598,190105216.395
2020-02-12,1.25871225,262330.589804,51.2150334009,0.825926280413,15521134947900,231748.72092,2306736286.51,114190850.876,19051941.2101,9854.79,187366985000,45829649,554051,365583,501824989,2470.15540541,359449,18212187.5,1020598.51057,34.77248558,352891.210087,155424327.745
2020-02-11,1.1998672541,262184.003043,51.597641019,0.946601821144,15466098935600,167002.239456,1655558310.38,93796521.681,15671545.1161,10162.41,179180861819,45806648,455620,298104,501527013,2443.47540984,293033,18210362.5,1046338.47816,27.58066679,279935.034812,107419112.678
2020-02-10,0.951914071895,262038.446274,61.9374694396,2.65219462433,15466098935600,73754.5044435,744577606.608,117630064.075,19747647.2564,9907.12,184648491256,45782541,428286,317070,501209769,2072.35294118,312303,18209012.5,572106.143,19.8217869,200784.756381,75572303.9296
2020-02-09,1.11652211511,261883.369212,53.9642782932,1.2128057095,15466098935600,147390.862842,1443920309.06,106866528.8,17511947.9489,9807.54,179855379875,45753093,448359,318363,500892017,2290.38129496,313558,18206750,784928.205701,21.33690612,213029.198937,87939405.4854
2020-02-08,1.28319558993,261705.195533,51.6415384786,0.958882729378,15466098935600,184460.948957,1803840353.47,106866528.8,17296713.6149,9755.66,178449208275,45732531,516223,334938,500557417,2409.62589928,329622,18205387.5,1661226.21475,31.51759356,308132.364943,152115909.003
2020-02-07,1.13683864444,261551.534429,52.3365386658,0.514657875918,15466098935600,343051.533398,3323586288.29,103791233.008,17105098.5956,9614.9,177930966019,45703607,477314,315370,500241185,2336.07407407,310467,18203587.5,1569522.48662,27.10635364,271923.595614,163509451.016
2020-02-06,1.08475906289,261379.285998,51.23221549,1.61760274914,15466098935600,125158.095579,1182655805.23,122243007.765,19130672.8183,9162.14,176466087438,45681753,532209,368604,499873273,2318.26415094,363772,18201762.5,848648.943637,25.44140813,241354.06835,90649388.5674
2020-02-05,1.19478961364,261221.372863,49.8561284752,1.57210658535,15466098935600,106601.438382,980532522.851,101484761.163,15415016.3633,9284.51,166484042625,45658934,481304,309190,499563560,2342.34848485,303439,18199950,897290.328188,23.74587464,218242.472433,108746958.812
2020-02-04,1.19077691892,261045.022255,52.7688716863,0.498064922176,15466098935600,376635.800298,3506998581.3,113785944.334,17467129.7546,9314.56,169661352450,45623961,496016,331012,499232868,2236.56756757,326015,18198150,1599642.01408,21.53312454,200811.004642,66403963.968
2020-02-03,1.01289226573,260900.402842,58.2518215268,2.77767992269,15466098935600,65038.5684669,610013826.845,109941824.593,16944231.5939,9378.09,171609776850,45574083,423400,290879,498940710,2034.11888112,287517,18196350,691971.371596,16.94878932,159250.343907,36660829.428
2020-02-02,0.962483086093,260754.955096,58.7973400795,1.79559032073,15466098935600,105828.35284,994556670.98,116092416.179,17858163.3183,9333.77,170482933500,45555527,446239,303724,498638286,2011.41721854,300224,18194550,818309.332066,17.4815999,163807.06832,106765634.873
2020-02-01,1.109039125,260595.162939,50.9536765522,0.769218160598,15466098935600,237347.739783,2215319754.13,110710648.542,17040641.8641,9502.37,170466067500,45491346,494165,334434,498303172,2322.45833333,330148,18192750,1204276.68489,22.53135857,210266.864067,175049334.31
2020-01-31,1.00742121154,260438.282577,55.8945940439,1.11069041521,15466098935600,181443.877306,1703649922.2,119936535.92,18922276.3946,9279.81,173568949425,45449711,493724,332558,497970930,2131.78205128,328495,18190950,1455372.46304,19.64580869,187287.00043,132156743.749
2020-01-30,1.0045750625,260277.518958,55.4599640721,1.55722904838,15466098935600,129782.171364,1212895193.81,123011831.713,18887556.2843,9385.69,170082299925,45443453,491989,340562,497630786,2128.5125,336452,18188675,893706.050622,20.42515898,190781.28433,187574422.504
2020-01-29,1.20478690845,260106.319427,47.7648977463,1.54327586863,15203806713100,116541.566023,1052472169.01,107321517.017,16242549.0084,8895.78,164800367812,45421892,509810,340052,497290934,2394.73239437,336119,18186875,1050430.15513,22.98737848,207611.508411,157722446.273
2020-01-28,1.05595276744,259969.598914,50.9483378688,1.75621706371,14776367535700,92546.4494981,810082885.567,94755300.6506,14226813.8665,8588.42,162510922738,45394880,437319,279240,497010617,2164.65116279,276009,18185075,1509052.89676,19.78717492,173263.866481,90541442.5134
2020-01-27,0.825554923077,259851.978845,58.099238335,4.09562813936,14776367535700,44461.5090551,375372746.979,105038821.651,15373871.8528,8327.36,155603375812,45356618,363816,261247,496750535,1826.9020979,259076,18183275,577633.448201,10.57299079,90371.852787,49103693.8912
2020-01-26,0.853311743902,259712.005723,60.0392153121,4.60284464594,14776367535700,44807.6710861,372513968.744,120464103.153,17146239.2657,8428.17,151882606069,45342388,392023,285584,496464704,1741.36585366,283465,18181912.5,488493.748698,11.39326294,94726.7656899,103625698.657
2020-01-25,1.03286961184,259555.169828,51.7239595987,1.67550308047,14776367535700,116895.230205,983478887.091,111649656.581,16478219.0489,8388.11,153809034581,45320984,458468,313887,496150716,2065.04605263,309921,18179662.5,692891.83839,16.10082373,136250.298939,140040083.618
2020-01-24,1.03963466667,259389.014705,51.588700746,1.22394811944,14776367535700,165824.990869,1402766346.48,116791417.081,17169132.3179,8658.94,152757352388,45296585,460611,329918,495819165,2074.95597484,324086,18177825,867468.19028,21.03754657,178026.067869,62159413.0416
2020-01-23,1.05877176282,259224.532872,51.9998545817,1.38152887676,14776367535700,144608.585919,1252987750.2,114587805.438,17310387.5912,8722.26,157127845875,45274690,469174,328586,495491741,2106.32051282,321769,18175575,897468.418795,21.67952284,190275.091249,80118406.4526
2020-01-22,0.99978624183,259071.688304,53.0070246547,1.86263062672,14776367535700,103774.672545,897029394.97,112384193.795,16708344.2414,8626.47,156611321156,45245218,474715,315210,495177200,2060.19607843,308741,18173637.5,668118.808808,20.51905021,177281.741405,78615695.3157
2020-01-21,0.991580940789,258920.635418,50.0569227523,1.26684582365,14776367535700,146372.360818,1265736839.76,111649656.581,16034934.2929,8703.36,157533284725,45222594,462938,313661,494863133,2063.55921053,307269,18172025,979328.501557,17.74334005,146878.042932,171406582.848
2020-01-20,0.874760193333,258789.652208,58.8519214216,2.80773635247,14776367535700,68120.9765611,604108398.923,110180582.152,16961771.1248,8910.85,157753242300,45201459,404454,283960,494578989,1893.06666667,277684,18170150,632112.687328,16.5175935,148402.374842,73102474.796
2020-01-19,0.955057818182,258663.470995,51.6448962914,2.14384000995,14776367535700,77864.5620007,691951125.418,96958912.2936,14834325.076,8900.34,162243253875,45181133,421781,287237,494291808,2176.03787879,281541,18168337.5,505653.627783,17.76555017,158075.076048,172392198.518
2020-01-18,0.968857566038,258509.500202,54.8876145709,1.15318472084,14776367535700,173664.39846,1542090152.49,116791417.081,17783148.0201,8722.03,161691267019,45161679,485413,323992,493967843,2037.68553459,316933,18166537.5,1116671.92698,24.29323765,215116.699962,113463579.965
2020-01-17,0.983502176101,258353.139258,53.6227320285,1.31836205434,14776367535700,152626.976508,1325748763.7,116791417.081,17478168.6365,8813.89,157847658375,45131954,479286,325947,493641700,2049.98113208,318281,18164287.5,888152.900964,23.85247351,207176.854595,162415225.669
2020-01-16,1.06517190728,258192.232271,50.4804035221,0.682998931335,14776367535700,280822.13175,2458672964.84,110915119.366,16792710.0749,8842.42,158930846869,45106265,503782,332658,493308752,2203.03311258,323387,18162487.5,1601482.10271,31.35812937,274928.824866,322001233.934
2020-01-15,1.21966528966,258015.371384,45.3896676882,0.542858293962,13819009697300,335665.943342,2900956206.91,99607271.22,15748081.3734,8105.24,158706248062,45072235,535911,346953,492962592,2392.77931034,337665,18160687.5,1249904.18551,26.221577,224956.373427,68769719.304
2020-01-14,0.981562832168,257874.73249,50.1834040864,1.65958575855,13798783827500,108793.804033,881745942.082,98089600.8416,14633330.0814,8173.97,147513722606,45038129,436615,291597,492670037,2039.13986014,283901,18158887.5,689551.991997,17.63102526,142861.331392,39375157.8458
2020-01-13,0.825020880795,257750.46176,54.7886892999,3.45813678195,13798783827500,55680.8957977,451843048.807,103577130.959,15625350.6675,8021.49,147399236325,45007834,383784,283136,492387530,1875.07284768,276804,18157087.5,501745.460117,14.53164303,118506.942755,75103205.4975
2020-01-12,0.843840723926,257612.906274,54.5283533905,3.2980748741,13798783827500,63061.4805748,512234137.66,111808426.134,16893865.3907,8184.66,146785398375,44973673,435879,309070,492078809,1896.13496933,302592,18155275,595929.426651,18.38352814,149746.640739,153599795.441
2020-01-11,1.12047594631,257446.03681,45.0900867653,1.21358934576,13798783827500,162847.249108,1280612805.31,102205248.429,15541380.5657,7817.92,146449428344,44946348,507550,330734,491747586,2219.69127517,322925,18153012.5,906991.318369,32.5651343,269893.769358,108323770.474
2020-01-10,1.04486987898,257281.858862,48.843030002,1.010256771,13798783827500,197513.247797,1557053628.83,107692778.546,15730239.7133,8042.65,141878757094,44908459,478535,322057,491424508,2051.31847134,314334,18151187.5,1209651.56106,29.78119837,234889.713344,224003807.373
2020-01-09,1.06349089437,257131.06746,46.822600928,1.2557466575,13798783827500,144356.994184,1185786689.98,97403659.577,14890476.7245,8165.47,145313071019,44875478,483591,318019,491108037,2239.57042254,308641,18149387.5,901196.84461,30.83081053,253639.224523,210649283.908
2020-01-08,0.948405778409,256964.105959,51.2854004552,1.57183521616,13798783827500,141873.734209,1122651351.86,120725662.574,17646229.3032,7759.24,146024562819,44850467,500250,344079,490763687,1954.99431818,333056,18147587.5,786850.605014,25.56190656,202056.637166,114010548.125
